organism_name	infraspecific_name	lineage	representative_genome_org	representative_genome_acc	representative_genome_uniprot_acc	genome_assembly_id	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	strain	bioproject	biosample	sra_run_id	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	avg_phred_score	min_read_length	num_reads	num_reads_unique	avg_read_length	max_read_length	max_duplicate_read	strategy	instrument	id_method	coding_system	percent_coding	percent_not_coding	complexity_percent	non_complex_percent	stdev_quality	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_c	count_g	count_t	count_n	percent_a	percent_c	percent_g	percent_t	count_all_wn	count_all		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463075.1	11320	ARGOS_000087	v1.6	HIVE	66975		PRJNA1102327	SAMN41019275	SRR28752512	SRR28752512_1.fastq	SRA	46.99%	35.182267	35	189740	73800	145.421656	151	1214	WGS	Illumina iSeq 100		Standard	94.25%	5.75%	99.89%	0.11%	21.823227	35.174326	34.400748	35.538254	35.71273	7337936	6509128	6453144	7282997	9100	26.594139	23.590374	23.387477	26.395029	27592305	27583205		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463725.1	11320	ARGOS_000087	v1.6	HIVE	67361		PRJNA1102327	SAMN41019214	SRR28752472	SRR28752472_2.fastq	SRA	45.92%	35.618546	35	235449	84879	146.727346	151	1001	WGS	Illumina iSeq 100		Standard	91.26%	8.74%	99.70%	0.30%	17.949142	35.566353	35.040987	35.859391	36.104444	9527450	8006489	7850928	9148745	13195	27.578381	23.175771	22.725481	26.482172	34546807	34533612		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463725.1	11320	ARGOS_000087	v1.6	HIVE	67359		PRJNA1102327	SAMN41019214	SRR28752472	SRR28752472_1.fastq	SRA	45.88%	36.01949	35	235449	75618	146.700326	151	1034	WGS	Illumina iSeq 100		Standard	91.71%	8.29%	99.85%	0.15%	17.424283	36.056465	35.56252	36.119694	36.396695	9582101	8012132	7827661	9105356	13195	27.741684	23.196377	22.662305	26.361432	34540445	34527250		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463775.1	11320	ARGOS_000087	v1.6	HIVE	67473		PRJNA1102327	SAMN41019204	SRR28752526	SRR28752526_2.fastq	SRA	48.26%	35.676433	35	218634	79100	147.014856	151	1664	WGS	Illumina iSeq 100		Standard	91.29%	8.71%	99.48%	0.52%	24.583261	35.750823	35.035652	35.869161	36.091128	8310651	7751543	7756032	8314175	10045	25.855689	24.11622	24.130186	25.866653	32142446	32132401		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463775.1	11320	ARGOS_000087	v1.6	HIVE	67471		PRJNA1102327	SAMN41019204	SRR28752526	SRR28752526_1.fastq	SRA	48.15%	36.134268	35	218634	69100	146.994315	151	2021	WGS	Illumina iSeq 100		Standard	91.37%	8.63%	99.70%	0.30%	24.030606	36.253715	35.651127	36.21671	36.442007	8333412	7777052	7691035	8326306	10150	25.930125	24.198963	23.931314	25.908014	32137955	32127805		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463735.1	11320	ARGOS_000087	v1.6	HIVE	67380		PRJNA1102327	SAMN41019197	SRR28752647	SRR28752647_2.fastq	SRA	45.90%	36.174355	35	180849	51356	147.101875	151	1127	WGS	Illumina iSeq 100		Standard	91.06%	8.94%	99.74%	0.26%	17.772081	36.235978	35.754615	36.259353	36.497197	7345980	6160372	6046922	7041238	8715	27.613116	23.156484	22.730032	26.467609	26603227	26594512		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463735.1	11320	ARGOS_000087	v1.6	HIVE	67378		PRJNA1102327	SAMN41019197	SRR28752647	SRR28752647_1.fastq	SRA	45.88%	36.282747	35	180849	48071	147.087056	151	1217	WGS	Illumina iSeq 100		Standard	91.02%	8.98%	99.88%	0.12%	17.278846	36.377327	35.910276	36.311728	36.564217	7379536	6178622	6022183	7011491	8715	27.742046	23.227425	22.63932	26.358447	26600547	26591832		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463205.1	11320	ARGOS_000087	v1.6	HIVE	66989		PRJNA1102327	SAMN41019288	SRR28752670	SRR28752670_2.fastq	SRA	48.62%	35.35423	35	127498	71771	146.893943	151	892	WGS	Illumina iSeq 100		Standard	68.39%	31.61%	97.04%	2.96%	10.344965	35.430562	34.759334	35.614824	35.640574	4820713	4461505	4640822	4798959	6685	25.739732	23.821775	24.779221	25.623578	18728684	18721999		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463205.1	11320	ARGOS_000087	v1.6	HIVE	66987		PRJNA1102327	SAMN41019288	SRR28752670	SRR28752670_1.fastq	SRA	48.61%	35.696348	35	127498	69073	146.877057	151	1068	WGS	Illumina iSeq 100		Standard	68.45%	31.55%	97.32%	2.68%	10.128684	35.858	35.196232	35.854515	35.8918	4843006	4493682	4605133	4778025	6685	25.861736	23.99634	24.59149	25.514736	18726531	18719846		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463365.1	11320	ARGOS_000087	v1.6	HIVE	67265		PRJNA1102327	SAMN41019322	SRR28752569	SRR28752569_2.fastq	SRA	47.31%	36.937384	35	119361	66652	222.837485	251	482	WGS	Illumina MiSeq		Standard	84.31%	15.69%	99.82%	0.18%	12.131014	36.852895	37.130663	36.741012	37.011599	6989124	6295797	6286281	7024593	2310	26.276774	23.670096	23.634319	26.410126	26598105	26595795		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463365.1	11320	ARGOS_000087	v1.6	HIVE	67263		PRJNA1102327	SAMN41019322	SRR28752569	SRR28752569_1.fastq	SRA	47.28%	36.806795	35	119361	65969	222.758899	251	534	WGS	Illumina MiSeq		Standard	84.18%	15.82%	99.86%	0.14%	11.010635	36.774974	37.040769	36.555513	36.835222	7045084	6264375	6306684	6970268	2314	26.496509	23.560268	23.719392	26.215127	26588725	26586411		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463325.1	11320	ARGOS_000087	v1.6	HIVE	67180		PRJNA1102327	SAMN41019318	SRR28752573	SRR28752573_2.fastq	SRA	46.94%	36.234136	35	116640	66994	221.415466	251	400	WGS	Illumina MiSeq		Standard	88.05%	11.95%	99.89%	0.11%	12.177975	36.082277	36.494688	36.007527	36.337305	6845129	6063393	6057537	6857076	2765	26.5049	23.477954	23.455279	26.55116	25825900	25823135		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463325.1	11320	ARGOS_000087	v1.6	HIVE	67178		PRJNA1102327	SAMN41019318	SRR28752573	SRR28752573_1.fastq	SRA	46.91%	37.32672	35	116640	58660	221.164249	251	471	WGS	Illumina MiSeq		Standard	88.98%	11.02%	99.94%	0.06%	10.633216	37.271279	37.51439	37.145313	37.359457	6865154	6042842	6056986	6828816	2800	26.612633	23.424957	23.479786	26.47177	25796598	25793798		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463755.1	11320	ARGOS_000087	v1.6	HIVE	67418		PRJNA1102327	SAMN41019199	SRR28752624	SRR28752624_2.fastq	SRA	47.35%	35.899628	35	347368	89705	146.521407	151	2515	WGS	Illumina iSeq 100		Standard	94.84%	5.16%	99.67%	0.33%	31.357685	35.965865	35.287944	36.096686	36.306896	13428389	12057527	12034508	13359204	17220	26.383538	23.690125	23.644898	26.247606	50896848	50879628		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463755.1	11320	ARGOS_000087	v1.6	HIVE	67416		PRJNA1102327	SAMN41019199	SRR28752624	SRR28752624_1.fastq	SRA	47.32%	36.107058	35	347368	79604	146.503437	151	2779	WGS	Illumina iSeq 100		Standard	94.94%	5.06%	99.83%	0.17%	31.266809	36.214804	35.567514	36.218561	36.472554	13448210	12091089	11981616	13352471	17220	26.425722	23.75898	23.543866	26.237595	50890606	50873386		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463295.1	11320	ARGOS_000087	v1.6	HIVE	67173		PRJNA1102327	SAMN41019292	SRR28752666	SRR28752666_2.fastq	SRA	46.61%	32.690845	35	233660	138353	236.802362	301	453	WGS	Illumina MiSeq		Standard	85.30%	14.70%	99.81%	0.19%	8.76128	32.517704	33.031109	32.550117	32.63993	14761682	12894042	12893637	14773382	8497	26.678748	23.303367	23.302635	26.699893	55331240	55322743		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463295.1	11320	ARGOS_000087	v1.6	HIVE	67171		PRJNA1102327	SAMN41019292	SRR28752666	SRR28752666_1.fastq	SRA	46.59%	32.964235	35	233660	129585	236.840859	301	521	WGS	Illumina MiSeq		Standard	85.55%	14.45%	99.87%	0.13%	8.009283	32.915729	33.25238	32.747411	32.90702	14808020	12898275	12882124	14747402	4414	26.758144	23.307228	23.278044	26.648607	55340235	55335821		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463505.1	11320	ARGOS_000087	v1.6	HIVE	67290		PRJNA1102327	SAMN41019206	SRR28752524	SRR28752524_2.fastq	SRA	46.59%	35.738919	35	941838	214445	147.585785	151	7559	WGS	Illumina iSeq 100		Standard	94.67%	5.33%	99.45%	0.55%	43.23441	35.750192	35.382269	35.826562	36.046865	37100108	32450565	32288976	37126377	35875	26.69036	23.345411	23.229161	26.709258	139001901	138966026		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463505.1	11320	ARGOS_000087	v1.6	HIVE	67287		PRJNA1102327	SAMN41019206	SRR28752524	SRR28752524_1.fastq	SRA	46.57%	35.706045	35	941838	214394	147.590263	151	7388	WGS	Illumina iSeq 100		Standard	94.75%	5.25%	99.60%	0.40%	42.312532	35.696707	35.486478	35.734386	35.938725	37209887	32520133	32203570	37036793	35735	26.768525	23.394749	23.167016	26.644002	139006118	138970383		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463245.1	11320	ARGOS_000087	v1.6	HIVE	67065		PRJNA1102327	SAMN41019291	SRR28752667	SRR28752667_2.fastq	SRA	47.07%	36.466794	35	257238	123465	224.218179	251	936	WGS	Illumina MiSeq		Standard	85.93%	14.07%	99.84%	0.16%	18.153433	36.356837	36.701414	36.267682	36.52712	15298812	13548001	13598610	15226938	5075	26.524778	23.489257	23.577002	26.400165	57677436	57672361		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463245.1	11320	ARGOS_000087	v1.6	HIVE	67063		PRJNA1102327	SAMN41019291	SRR28752667	SRR28752667_1.fastq	SRA	47.04%	37.314229	35	257238	108345	223.989702	251	1296	WGS	Illumina MiSeq		Standard	86.38%	13.62%	99.90%	0.10%	16.224426	37.273256	37.515143	37.112034	37.335878	15250053	13572271	13528712	15262619	5008	26.467211	23.555338	23.47974	26.48902	57618663	57613655		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463715.1	11320	ARGOS_000087	v1.6	HIVE	67356		PRJNA1102327	SAMN41019195	SRR28752498	SRR28752498_2.fastq	SRA	47.10%	35.97359	35	377075	110634	144.686922	151	2359	WGS	Illumina iSeq 100		Standard	94.21%	5.79%	99.62%	0.38%	26.318046	36.031609	35.411788	36.1519	36.359606	14452039	12857026	12831167	14399144	18445	26.489399	23.565872	23.518474	26.392447	54557821	54539376		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463715.1	11320	ARGOS_000087	v1.6	HIVE	67354		PRJNA1102327	SAMN41019195	SRR28752498	SRR28752498_1.fastq	SRA	47.09%	36.099392	35	377075	102861	144.671145	151	2528	WGS	Illumina iSeq 100		Standard	94.37%	5.63%	99.78%	0.22%	25.966452	36.194764	35.584572	36.201599	36.464934	14485554	12880628	12797323	14369852	18515	26.553725	23.611707	23.458999	26.341629	54551872	54533357		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463635.1	11320	ARGOS_000087	v1.6	HIVE	67278		PRJNA1102327	SAMN41019283	SRR28752676	SRR28752676_2.fastq	SRA	47.38%	32.660036	35	229058	126918	231.965913	301	406	WGS	Illumina MiSeq		Standard	84.47%	15.53%	99.81%	0.19%	9.094992	32.476616	33.013729	32.518644	32.612346	13974123	12578521	12594965	13977829	8210	26.29995	23.673362	23.704311	26.306925	53133648	53125438		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463635.1	11320	ARGOS_000087	v1.6	HIVE	67276		PRJNA1102327	SAMN41019283	SRR28752676	SRR28752676_1.fastq	SRA	47.36%	32.939545	35	229058	118193	231.966532	301	487	WGS	Illumina MiSeq		Standard	84.75%	15.25%	99.87%	0.13%	8.397732	32.881729	33.23044	32.739236	32.880999	13995730	12597818	12566245	13970156	3841	26.340545	23.709617	23.650195	26.292414	53133790	53129949		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463765.1	11320	ARGOS_000087	v1.6	HIVE	67434		PRJNA1102327	SAMN41019220	SRR28752465	SRR28752465_2.fastq	SRA	45.80%	32.462625	35	249698	172478	234.519119	301	277	WGS	Illumina MiSeq		Standard	71.67%	28.33%	99.32%	0.68%	7.010568	32.272346	32.847778	32.343725	32.351195	15874885	13382344	13431815	15860985	8926	27.109235	22.852771	22.937252	27.085499	58558955	58550029		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463765.1	11320	ARGOS_000087	v1.6	HIVE	67432		PRJNA1102327	SAMN41019220	SRR28752465	SRR28752465_1.fastq	SRA	45.74%	32.889727	35	249698	162215	234.444601	301	343	WGS	Illumina MiSeq		Standard	72.03%	27.97%	99.39%	0.61%	6.379594	32.84241	33.184499	32.67321	32.813444	15911718	13387751	13385648	15850888	4343	27.180771	22.869271	22.865679	27.07686	58540348	58536005		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463745.1	11320	ARGOS_000087	v1.6	HIVE	67399		PRJNA1102327	SAMN41019218	SRR28752467	SRR28752467_2.fastq	SRA	48.18%	32.413496	35	141701	87620	250.184854	301	380	WGS	Illumina MiSeq		Standard	78.84%	21.16%	99.66%	0.34%	10.201285	32.188155	32.814925	32.277695	32.359594	9179389	8532545	8545039	9189291	5180	25.892849	24.068258	24.103501	25.920781	35451444	35446264		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463745.1	11320	ARGOS_000087	v1.6	HIVE	67397		PRJNA1102327	SAMN41019218	SRR28752467	SRR28752467_1.fastq	SRA	48.12%	32.965595	35	141701	79836	250.137374	301	525	WGS	Illumina MiSeq		Standard	79.07%	20.93%	99.72%	0.28%	9.093351	32.903437	33.254136	32.74753	32.939525	9201038	8542943	8511072	9186245	3418	25.958842	24.102162	24.012245	25.917107	35444716	35441298		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463695.1	11320	ARGOS_000087	v1.6	HIVE	67351		PRJNA1102327	SAMN41019211	SRR28752475	SRR28752475_2.fastq	SRA	45.96%	36.019977	35	190224	55669	147.669842	151	813	WGS	Illumina iSeq 100		Standard	93.95%	6.05%	99.63%	0.37%	14.15187	36.085017	35.505729	36.146845	36.410055	7700311	6484210	6422492	7476895	6440	27.412658	23.083409	22.863697	26.61731	28090348	28083908		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463695.1	11320	ARGOS_000087	v1.6	HIVE	67346		PRJNA1102327	SAMN41019211	SRR28752475	SRR28752475_1.fastq	SRA	45.87%	36.33837	35	190224	48040	147.648614	151	881	WGS	Illumina iSeq 100		Standard	94.15%	5.85%	99.83%	0.17%	14.00855	36.447057	35.973027	36.363844	36.603724	7740428	6485593	6394696	7459188	6405	27.559434	23.091652	22.768018	26.558092	28086310	28079905		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463345.1	11320	ARGOS_000087	v1.6	HIVE	67245		PRJNA1102327	SAMN41019320	SRR28752571	SRR28752571_2.fastq	SRA	52.27%	35.660342	35	132281	93996	217.020396	251	580	WGS	Illumina MiSeq		Standard	72.51%	27.49%	99.37%	0.63%	10.174759	35.743198	35.854364	35.384464	35.684816	6867147	7471122	7531817	6834439	3150	23.920944	26.024824	26.236249	23.80701	28707675	28704525		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463345.1	11320	ARGOS_000087	v1.6	HIVE	67243		PRJNA1102327	SAMN41019320	SRR28752571	SRR28752571_1.fastq	SRA	52.22%	36.732326	35	132281	87028	216.544628	251	655	WGS	Illumina MiSeq		Standard	72.93%	27.07%	99.45%	0.55%	8.176793	36.846046	36.891786	36.520356	36.695027	6870588	7455014	7500977	6814975	3186	23.985514	26.025769	26.186228	23.791366	28644740	28641554		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463115.1	11320	ARGOS_000087	v1.6	HIVE	66986		PRJNA1102327	SAMN41019213	SRR28752473	SRR28752473_2.fastq	SRA	46.44%	35.446291	35	183815	88757	133.305068	151	657	WGS	Illumina iSeq 100		Standard	94.40%	5.60%	99.55%	0.45%	12.262762	35.266528	35.102792	35.655409	35.841671	6548135	5664346	5706126	6566874	17990	26.723296	23.116505	23.287011	26.799771	24503471	24485481		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463115.1	11320	ARGOS_000087	v1.6	HIVE	66984		PRJNA1102327	SAMN41019213	SRR28752473	SRR28752473_1.fastq	SRA	46.40%	35.553148	35	183815	85139	133.221222	151	724	WGS	Illumina iSeq 100		Standard	94.63%	5.37%	99.73%	0.27%	12.625009	35.441314	35.28723	35.636923	35.905704	6555921	5680369	5672783	6561101	17885	26.77191	23.196485	23.165507	26.793063	24488059	24470174		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463905.1	11320	ARGOS_000087	v1.6	HIVE	67736		PRJNA1102327	SAMN41019327	SRR28752564	SRR28752564_2.fastq	SRA	47.38%	35.705179	35	189779	61701	146.369804	151	1558	WGS	Illumina iSeq 100		Standard	92.52%	7.48%	99.49%	0.51%	18.713432	35.657719	35.223293	35.881576	36.116374	7316929	6563673	6593108	7293600	10605	26.340814	23.629106	23.735072	26.25683	27777915	27767310		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463905.1	11320	ARGOS_000087	v1.6	HIVE	67734		PRJNA1102327	SAMN41019327	SRR28752564	SRR28752564_1.fastq	SRA	47.32%	36.092223	35	189779	52919	146.342751	151	1631	WGS	Illumina iSeq 100		Standard	92.93%	7.07%	99.65%	0.35%	18.421609	36.106822	35.730904	36.186339	36.382027	7345756	6574373	6562653	7279359	10640	26.449479	23.672001	23.629801	26.210407	27772781	27762141		
